Centro,Nombre científico (especie),Código del arbol,Area basal de arbol (dm²),Diametro de tronco equivalente (cm),Altura de arbol normalizada (m),Altura de copa normalizada (m),Diametro de copa promedio (m),Excentricidad de copa
CUNORTE,Fraxinus uhdei,C15-6-1,6.93,29.7,7.4,5.8,8.4,0.39
CUNORTE,Fraxinus uhdei,C15-6-2,3.53,21.2,5.9,4.6,3.1,0.57
CUNORTE,Fraxinus uhdei,C15-6-3,4.05,22.7,10.7,9.1,6.4,0.3
CUNORTE,Fraxinus uhdei,C15-6-4,5.77,27.1,9.3,8.1,6.1,0.35
CUNORTE,Fraxinus uhdei,C15-6-5,7.53,31,8.1,6.5,6.9,0.33
CUNORTE,Fraxinus uhdei,C15-6-6,5.73,27,9.2,6.7,6.2,0.53
CUNORTE,Jacaranda mimosifolia,C15-6-7,11.12,37.6,9.7,7.8,7.8,0.63
CUNORTE,Fraxinus uhdei,C15-6-8,2.9,19.2,6.4,4.6,5.6,0.32
CUNORTE,Fraxinus uhdei,C15-6-9,6.33,28.4,9.8,8.2,6.3,0.35
CUNORTE,Fraxinus uhdei,C15-6-10,8.14,32.2,8.8,6.9,6.5,0.34
CUNORTE,Fraxinus uhdei,C15-6-11,7.35,30.6,8.6,7.4,8.4,0.22
CUNORTE,Fraxinus uhdei,C15-6-12,3.3,20.5,4.5,2.6,5.4,0.33
CUNORTE,Fraxinus uhdei,C15-6-13,11.82,38.8,9.4,8.2,8,0.22
CUNORTE,Fraxinus uhdei,C15-6-14,8.19,32.3,8.6,7.3,8,0
CUNORTE,Fraxinus uhdei,C15-6-15,5.67,26.9,9.4,7.4,7,0.48
CUNORTE,Fraxinus uhdei,C15-6-16,4.71,24.5,6.6,4.4,6.4,0.18
CUNORTE,Fraxinus uhdei,C15-6-17,8.97,33.8,6.9,5.6,6.5,0.34
CUNORTE,Fraxinus uhdei,C15-6-18,11.76,38.7,9.3,7.7,9.4,0.51
CUNORTE,Fraxinus uhdei,C15-6-19,7.74,31.4,8.8,7.4,7.6,0.48
CUNORTE,Fraxinus uhdei,C15-6-20,7.89,31.7,8.3,6.9,5.7,0.5
CUNORTE,Fraxinus uhdei,C15-6-21,11.1,37.6,8.8,7.6,7,0.52
CUNORTE,Fraxinus uhdei,C15-6-22,3.33,20.6,7,5.2,5,0.6
CUNORTE,Fraxinus uhdei,C15-6-23,9.14,34.1,8.8,7.4,5.8,0.36
CUNORTE,Fraxinus uhdei,C15-6-24,2.99,19.5,5.5,4.1,5.3,0.19
CUNORTE,Fraxinus uhdei,C15-6-25,5.88,27.4,7.6,6,5.8,0.26
CUNORTE,Fraxinus uhdei,C15-6-26,5.31,26,8.8,5.8,5.3,0.42
CUNORTE,Bauhinia variegata,C15-6-27,0.77,9.9,3.6,3.5,3.8,0.23
CUNORTE,Fraxinus uhdei,C15-6-28,0.64,9,4.1,2.8,2.1,0.56
CUNORTE,Fraxinus uhdei,C15-6-29,8.83,33.5,12,10.1,7.5,0.23
CUNORTE,Fraxinus uhdei,C15-6-30,7.28,30.5,7.6,6,7,0.33
CUNORTE,Fraxinus uhdei,C15-6-31,6.94,29.7,7.7,6.2,6.7,0.41
CUNORTE,Fraxinus uhdei,C15-6-32,4.6,24.2,7.1,5.6,6.5,0.61
CUNORTE,Jacaranda mimosifolia,C15-6-33,6.97,29.8,8.5,6.3,7.6,0.46
CUNORTE,Jacaranda mimosifolia,C15-6-34,8.06,32,8.8,6.4,7,0.52
CUNORTE,Jacaranda mimosifolia,C15-6-35,3.97,22.5,5.4,4.2,3.9,0.55
CUNORTE,Jacaranda mimosifolia,C15-6-36,11.34,38,8.4,6.5,8,0.4
CUNORTE,Fraxinus uhdei,C15-6-37,0.3,6.2,3.4,2.8,2.4,0.47
CUNORTE,Prosopis laevigata,C15-6-38,22.9,54,7.2,5,10.9,0.19
CUNORTE,Prosopis laevigata,C15-6-39,12.95,40.6,6.5,4.6,9.2,0
CUNORTE,Prosopis laevigata,C15-6-40,11.34,38,6.6,4.4,8.8,0.21
CUNORTE,Prosopis laevigata,C15-6-41,10.97,37.4,6.4,4.8,10.3,0.49
CUNORTE,Cupressus lusitanica,C15-6-42,0.8,10.1,3.1,2.1,3.2,0.79
CUNORTE,Cupressus lusitanica,C15-6-43,0.38,7,2.6,1.9,3.5,0.4
CUNORTE,Cupressus lusitanica,C15-6-44,3.15,20,7.2,6,4.8,0.58
CUNORTE,Cupressus lusitanica,C15-6-45,1.21,12.4,5.2,3.9,3.7,0.75
CUNORTE,Cupressus lusitanica,C15-6-46,0.37,6.9,3.5,2.6,2.8,0.26
CUNORTE,Cupressus lusitanica,C15-6-47,1.11,11.9,6.7,5.5,5.1,0.57
CUNORTE,Cupressus lusitanica,C15-6-48,1.04,11.5,5.7,4.4,4.8,0.75
CUNORTE,Cupressus lusitanica,C15-6-49,2.54,18,8.6,7.2,5.6,0.87
CUNORTE,Cupressus lusitanica,C15-6-50,0.44,7.5,7.3,6,2.8,0.86
CUNORTE,Cupressus lusitanica,C15-6-51,0.21,5.2,5.8,4.5,2.3,0.85
CUNORTE,Cupressus lusitanica,C15-6-52,0.41,7.2,6.6,5.6,4.2,0.94
CUNORTE,Cupressus lusitanica,C15-6-53,0.3,6.2,5,3.8,2.4,0.7
CUNORTE,Cupressus lusitanica,C15-6-54,0.36,6.8,5.6,4.5,2.1,0.66
CUNORTE,Cupressus lusitanica,C15-6-55,0.38,7,4.9,3.8,2.1,0.89
CUNORTE,Cupressus lusitanica,C15-6-56,0.74,9.7,6.1,4.8,5.7,0.84
CUNORTE,Cupressus lusitanica,C15-6-57,1.54,14,8.1,6.8,5.7,0.9
CUNORTE,Cupressus lusitanica,C15-6-58,0.28,6,6.1,4.8,2.1,0.79
CUNORTE,Cupressus lusitanica,C15-6-59,0.95,11,7.3,6,3.4,0.83
CUNORTE,Cupressus lusitanica,C15-6-60,0.95,11,6.7,5.9,4.5,0.9
CUNORTE,Cupressus lusitanica,C15-6-61,0.28,6,5.3,4,2.5,0.52
CUNORTE,Cupressus lusitanica,C15-6-62,1.58,14.2,8.2,6.8,5,0.93
CUNORTE,Cupressus lusitanica,C15-6-63,0.95,11,6.9,5.8,3.9,0.88
CUNORTE,Cupressus lusitanica,C15-6-64,1.29,12.8,8.1,6.9,4.4,0.92
CUNORTE,Cupressus lusitanica,C15-6-65,0.43,7.4,7.6,6.5,2.3,0.77
CUNORTE,Cupressus lusitanica,C15-6-66,0.77,9.9,8.3,6.9,4.6,0.86
CUNORTE,Cupressus lusitanica,C15-6-67,1.11,11.9,7.5,6.3,3.7,0.86
CUNORTE,Cupressus lusitanica,C15-6-68,0.36,6.8,8,6.9,4,0.89
CUNORTE,Cupressus lusitanica,C15-6-69,0.2,5,6.5,5.3,2.5,0.47
CUNORTE,Cupressus lusitanica,C15-6-70,1.23,12.5,7.3,6.3,4.7,0.91
CUNORTE,Cupressus lusitanica,C15-6-71,1.27,12.7,6.4,4.9,3.8,0.78
CUNORTE,Cupressus lusitanica,C15-6-72,1.29,12.8,6.3,5.2,4.5,0.4
CUNORTE,Cupressus lusitanica,C15-6-73,1.33,13,5.3,4.2,4.3,0.68
CUNORTE,Cupressus lusitanica,C15-6-74,1.13,12,6.7,5.9,4.5,0.79
CUNORTE,Casuarina equisetifolia,C15-6-75,5.52,26.5,11.2,10.4,6.9,0.65
CUNORTE,Casuarina equisetifolia,C15-6-76,5.31,26,10.8,10,5.6,0.57
CUNORTE,Casuarina equisetifolia,C15-6-77,1.99,15.9,9.7,8.2,5.4,0.86
CUNORTE,Casuarina equisetifolia,C15-6-78,3.63,21.5,12.2,10.9,5.2,0.71
CUNORTE,Casuarina equisetifolia,C15-6-79,8.3,32.5,17.3,16.1,6.7,0.67
CUNORTE,Casuarina equisetifolia,C15-6-80,1.54,14,14.6,14.1,3.7,0.39
CUNORTE,Casuarina equisetifolia,C15-6-81,7.31,30.5,15.5,14.5,5.5,0.77
CUNORTE,Casuarina equisetifolia,C15-6-82,4.52,24,11,9.2,5,0.62
CUNORTE,Casuarina equisetifolia,C15-6-83,4.01,22.6,11.8,9.5,5.6,0.57
CUNORTE,Casuarina equisetifolia,C15-6-84,5.47,26.4,9.6,9.1,6.4,0.18
CUNORTE,Casuarina equisetifolia,C15-6-85,1.81,15.2,6.6,5.9,4,0.38
CUNORTE,Casuarina equisetifolia,C15-6-86,1.21,12.4,8.3,7.5,4.5,0.21
CUNORTE,Casuarina equisetifolia,C15-6-87,6.83,29.5,16.8,15.8,6.9,0.17
CUNORTE,Casuarina equisetifolia,C15-6-88,4.91,25,19.4,18.4,5.7,0.78
CUNORTE,Casuarina equisetifolia,C15-6-89,6.25,28.2,15.7,14.5,7.1,0.42
CUNORTE,Casuarina equisetifolia,C15-6-90,8.87,33.6,14,12.8,8.6,0.33
CUNORTE,Casuarina equisetifolia,C15-6-91,1.5,13.8,11.5,9.8,6.2,0.45
CUNORTE,Casuarina equisetifolia,C15-6-92,1.13,12,10.4,8.6,5.4,0.69
CUNORTE,Cupressus sempervirens,C15-6-93,0.45,7.6,4.2,3.7,0.9,0
CUNORTE,Cupressus sempervirens,C15-6-94,0.5,8,6.4,6,0.9,0.46
CUNORTE,Cupressus sempervirens,C15-6-95,0.38,7,5.8,5.6,1,0.57
CUNORTE,Cupressus sempervirens,C15-6-96,0.36,6.8,4.3,4.1,0.8,0.48
CUNORTE,Cupressus sempervirens,C15-6-97,0.36,6.8,5.3,4.9,0.8,0.63
CUNORTE,Cupressus sempervirens,C15-6-98,0.38,7,5.8,5.5,1,0.44
CUNORTE,Cupressus sempervirens,C15-6-99,0.33,6.5,6.4,5.9,0.9,0.46
CUNORTE,Cupressus sempervirens,C15-6-100,0.5,8,6.6,6.4,1,0.44
CUNORTE,Cupressus sempervirens,C15-6-101,0.41,7.2,6.3,6.1,0.9,0
CUNORTE,Cupressus sempervirens,C15-6-102,0.38,7,5.8,5.5,0.7,0.66
CUNORTE,Cupressus sempervirens,C15-6-103,1.13,12,8.1,7.9,1.4,0.6
CUNORTE,Cupressus sempervirens,C15-6-104,1.23,12.5,9,8.7,1.3,0.52
CUNORTE,Cupressus sempervirens,C15-6-105,1.13,12,7.6,7.2,1.2,0.53
CUNORTE,Cupressus sempervirens,C15-6-106,1.54,14,8.1,7.9,1.8,0.54
CUNORTE,Cupressus sempervirens,C15-6-107,0.66,9.2,6.1,5.7,1.2,0.4
CUNORTE,Cupressus sempervirens,C15-6-108,0.5,8,5.3,4.9,0.5,0
CUNORTE,Cupressus sempervirens,C15-6-109,0.47,7.7,4.9,4.7,0.6,0
CUNORTE,Cupressus sempervirens,C15-6-110,1.13,12,6.4,6.3,0.9,0.46
CUNORTE,Washingtonia filifera,C15-6-111,47.78,78,8.9,6.2,5,0.43
CUNORTE,Casuarina equisetifolia,C15-6-112,18.47,48.5,16.6,14.7,11.2,0.42
CUNORTE,Cupressus sempervirens,C15-6-113,1.15,12.1,7.6,7.5,1.1,0.42
CUNORTE,Cupressus sempervirens,C15-6-114,1.77,15,10.4,10,1.3,0.38
CUNORTE,Cupressus sempervirens,C15-6-115,0.79,10,9.2,9,1.3,0.38
CUNORTE,Cupressus sempervirens,C15-6-116,1.54,14,8.6,8.5,1.1,0.42
CUNORTE,Cupressus sempervirens,C15-6-117,1.77,15,10.9,10.7,1.2,0
CUNORTE,Cupressus sempervirens,C15-6-118,0.79,10,7.8,7.6,1,0.57
CUNORTE,Cupressus sempervirens,C15-6-119,0.5,8,7.6,7.4,0.6,0
CUNORTE,Cupressus sempervirens,C15-6-120,0.49,7.9,8,7.7,0.6,0
CUNORTE,Cupressus sempervirens,C15-6-121,0.44,7.5,9.8,9.6,0.9,0.46
CUNORTE,Cupressus sempervirens,C15-6-122,1.13,12,8.2,8.1,1,0.44
CUNORTE,Cupressus sempervirens,C15-6-123,1.06,11.6,8.7,8.6,1,0
CUNORTE,Eucalyptus camaldulensis ,C15-6-124,2.01,16,7.8,6,5.3,0.27
CUNORTE,Eucalyptus camaldulensis ,C15-6-125,0.66,9.2,3,1.7,5.6,0.5
CUNORTE,Prosopis laevigata,C15-6-126,4.69,24.4,10.2,9.2,6.4,0.47
CUNORTE,Prosopis laevigata,C15-6-127,26.27,57.8,9.6,7.4,12.8,0.7
CUNORTE,Prosopis laevigata,C15-6-128,4.62,24.2,5.2,3.4,6.3,0.65
CUNORTE,Prosopis laevigata,C15-6-129,5.2,25.7,5.2,3.4,6.3,0.65
CUNORTE,Prosopis laevigata,C15-6-130,3.7,21.7,5.3,3,5.8,0.54
CUNORTE,Prosopis laevigata,C15-6-131,2.54,18,5.5,3.5,7.4,0.47
CUNORTE,Prosopis laevigata,C15-6-132,29.8,61.6,8.3,6.1,11.7,0.66
CUNORTE,Washingtonia filifera,C15-6-133,18.1,48,6.6,3.3,4.5,0.55
CUNORTE,Ficus microcarpa,C15-6-134,1.31,12.9,3.9,2.2,2.9,0.49
CUNORTE,Yucca aloifolia,C15-6-135,0.97,11.1,2.4,1.6,2.3,0.6
CUNORTE,Yucca aloifolia,C15-6-136,1.02,11.4,3.7,2.4,2.9,0.26
CUNORTE,Prosopis laevigata,C15-6-137,28.99,60.8,10.7,8.8,11.6,0.49
CUNORTE,Prosopis laevigata,C15-6-138,13.35,41.2,7.1,5.4,10,0.79
CUNORTE,Prosopis laevigata,C15-6-139,5.31,26,6.9,4.7,5.2,0.61
CUNORTE,Prosopis laevigata,C15-6-140,10.18,36,9.7,8,9.5,0.74
CUNORTE,Prosopis laevigata,C15-6-141,33.49,65.3,10.6,8.4,13.3,0.37
CUNORTE,Prosopis laevigata,C15-6-142,4.24,23.2,6.6,4.9,6.2,0.35
CUNORTE,Prosopis laevigata,C15-6-143,15.05,43.8,6.4,4.7,11.5,0.7
CUNORTE,Arecastrum romanzoffianum,C15-6-144,3.4,20.8,6.9,3.9,4.9,0.71
CUNORTE,Arecastrum romanzoffianum,C15-6-145,3.66,21.6,5,2.5,3.5,0.66
CUNORTE,Arecastrum romanzoffianum,C15-6-146,3.6,21.4,5.6,2.3,2.8,0.36
CUNORTE,Arecastrum romanzoffianum,C15-6-147,3.05,19.7,4.7,2.3,3.2,0.25
CUNORTE,Arecastrum romanzoffianum,C15-6-148,3.53,21.2,5.2,2.6,3.2,0.47
CUNORTE,Arecastrum romanzoffianum,C15-6-149,3.14,20,5.9,2.3,3,0.26
CUNORTE,Arecastrum romanzoffianum,C15-6-150,3.7,21.7,4.7,2,3,0.43
CUNORTE,Arecastrum romanzoffianum,C15-6-151,2.22,16.8,3.2,1,1.3,0
CUNORTE,Arecastrum romanzoffianum,C15-6-152,2.69,18.5,4.3,1.2,1.6,0.63
CUNORTE,Arecastrum romanzoffianum,C15-6-153,3.02,19.6,6.9,3.3,3.4,0.67
CUNORTE,Arecastrum romanzoffianum,C15-6-154,3.3,20.5,4.7,1.9,2.8,0
CUNORTE,Arecastrum romanzoffianum,C15-6-155,4.91,25,8.9,5.3,4,0.22
CUNORTE,Arecastrum romanzoffianum,C15-6-156,4.71,24.5,4.7,3.6,5.2,0.33
CUNORTE,Arecastrum romanzoffianum,C15-6-157,3.02,19.6,4.6,1.6,1.7,0.79
CUNORTE,Arecastrum romanzoffianum,C15-6-158,2.54,18,4.5,1.9,2.1,0.5
CUNORTE,Arecastrum romanzoffianum,C15-6-159,2.01,16,5.5,2,2.4,0.53
CUNORTE,Arecastrum romanzoffianum,C15-6-160,2.72,18.6,4.1,1.1,2.2,0.49
CUNORTE,Arecastrum romanzoffianum,C15-6-161,3.27,20.4,4.3,2.1,3,0.48
CUNORTE,Arecastrum romanzoffianum,C15-6-162,4.23,23.2,7.5,5.7,5.7,0.64
CUNORTE,Arecastrum romanzoffianum,C15-6-163,3.98,22.5,5.9,4.3,6.6,0.92
CUNORTE,Arecastrum romanzoffianum,C15-6-164,3.33,20.6,5.5,1.8,2.1,0.62
CUNORTE,Arecastrum romanzoffianum,C15-6-165,3.5,21.1,4.7,1.6,2,0.31
CUNORTE,Arecastrum romanzoffianum,C15-6-166,4.45,23.8,5.4,1.3,2.4,0.63
CUNORTE,Arecastrum romanzoffianum,C15-6-167,3.98,22.5,5.5,1.8,2.9,0.26
CUNORTE,Arecastrum romanzoffianum,C15-6-168,3.7,21.7,5,2.8,3.2,0.34
CUNORTE,Arecastrum romanzoffianum,C15-6-169,0.55,8.4,4.1,1.8,2.6,0.65
CUNORTE,Arecastrum romanzoffianum,C15-6-170,3.14,20,4,1.2,2.9,0
CUNORTE,Arecastrum romanzoffianum,C15-6-171,3.14,20,4.9,2.1,3.8,0.8
CUNORTE,Arecastrum romanzoffianum,C15-6-172,3.8,22,6.6,3.1,3,0.43
CUNORTE,Arecastrum romanzoffianum,C15-6-173,3.08,19.8,4.7,2.4,3.3,0.52
CUNORTE,Arecastrum romanzoffianum,C15-6-174,3.87,22.2,8,3.7,4.6,0.62
CUNORTE,Arecastrum romanzoffianum,C15-6-175,3.73,21.8,5.9,3,3.3,0
CUNORTE,Arecastrum romanzoffianum,C15-6-176,5.68,26.9,5.7,2.8,4.4,0.71
CUNORTE,Arecastrum romanzoffianum,C15-6-177,3.87,22.2,5.8,3.6,4.1,0.62
CUNORTE,Citrus × aurantiifolia,C15-6-178,0.3,6.2,3.7,3,4.5,0.48
CUNORTE,Citrus × aurantiifolia,C15-6-179,0.3,6.2,3.3,2.1,3.7,0.53
CUNORTE,Salix bonplandiana,C15-6-180,3.91,22.3,7.2,6.1,6.6,0.44
CUNORTE,Cupressus sempervirens,C15-6-181,1.13,12,8,7.8,0.9,0
CUNORTE,Cupressus sempervirens,C15-6-182,0.79,10,8.7,8.2,1.1,0.42
CUNORTE,Cupressus sempervirens,C15-6-183,0.85,10.4,8,7.8,1.3,0.52
CUNORTE,Cupressus sempervirens,C15-6-184,0.82,10.2,8.9,8.6,1.1,0.42
CUNORTE,Cupressus sempervirens,C15-6-185,2.01,16,9.9,9.5,1.2,0.4
CUNORTE,Cupressus sempervirens,C15-6-186,1.54,14,9.8,9.2,1.3,0.38
CUNORTE,Cupressus sempervirens,C15-6-187,0.64,9,6.1,5.8,1.1,0.55
CUNORTE,Cupressus sempervirens,C15-6-188,1.13,12,7.8,7.6,1.3,0.38
CUNORTE,Cupressus sempervirens,C15-6-189,0.85,10.4,7.6,7.2,1.6,0.78
CUNORTE,Cupressus sempervirens,C15-6-190,1.33,13,7.4,7.2,1.3,0.52
CUNORTE,Cupressus sempervirens,C15-6-191,1,11.3,6.2,5.7,1,0.44
CUNORTE,Cupressus sempervirens,C15-6-192,0.58,8.6,7.7,7.5,0.6,0.7
CUNORTE,Cupressus sempervirens,C15-6-193,0.88,10.6,6.7,6.5,0.6,0
CUNORTE,Cupressus sempervirens,C15-6-194,1.29,12.8,7,6.8,0.8,0.48
CUNORTE,Cupressus sempervirens,C15-6-195,1.19,12.3,7.3,6.9,0.7,0
CUNORTE,Cupressus sempervirens,C15-6-196,0.92,10.8,6.8,6.6,0.6,0.55
CUNORTE,Cupressus sempervirens,C15-6-197,1.45,13.6,8.2,8.1,0.9,0
CUNORTE,Prosopis laevigata,C15-6-198,12.88,40.5,7.6,6.5,10.8,0.35
CUNORTE,Prosopis laevigata,C15-6-199,11.09,37.6,7.9,5.6,9.8,0.34
CUNORTE,Prosopis laevigata,C15-6-200,15.62,44.6,6.6,5.3,12.5,0.22
CUNORTE,Acacia farnesiana,C15-6-201,1.45,13.6,3.9,3,4.7,0.4
CUNORTE,Prosopis laevigata,C15-6-202,6.4,28.5,5.1,4.2,8.8,0.21
CUNORTE,Cupressus sempervirens,C15-6-203,0.5,8,3.8,3.5,0.7,0.52
CUNORTE,Cupressus sempervirens,C15-6-204,0.41,7.2,4.1,3.8,0.6,0
CUNORTE,Cupressus sempervirens,C15-6-205,0.38,7,4.1,3.7,0.5,0.75
CUNORTE,Cupressus sempervirens,C15-6-206,0.5,8,4.5,4.2,0.6,0.55
CUNORTE,Cupressus sempervirens,C15-6-207,0.36,6.8,4.1,3.7,0.7,0
CUNORTE,Cupressus sempervirens,C15-6-208,0.66,9.2,5.2,5,0.9,0
CUNORTE,Cupressus sempervirens,C15-6-209,0.65,9.1,4.8,4.6,1,0.44
CUNORTE,Ipomoea murucoides,C15-6-210,2.44,17.6,3.7,3.2,5.1,0.2
CUNORTE,Jacaranda mimosifolia,C15-6-211,5.09,25.5,8.2,6.1,7.3,0.51
CUNORTE,Jacaranda mimosifolia,C15-6-212,2.66,18.4,6.8,5.5,6.6,0.3
CUNORTE,Jacaranda mimosifolia,C15-6-213,2.17,16.6,4.5,2.8,4.1,0.22
CUNORTE,Jacaranda mimosifolia,C15-6-214,3.2,20.2,4.6,3.2,5.8,0.65
CUNORTE,Ipomoea murucoides,C15-6-215,5.1,25.5,2.9,0.7,5.1,0.46
CUNORTE,Prosopis laevigata,C15-6-216,9.58,34.9,7.1,4.4,8.6,0.15
CUNORTE,Prosopis laevigata,C15-6-217,4.23,23.2,4.8,3.2,6.3,0.47
CUNORTE,Prosopis laevigata,C15-6-218,7.27,30.4,4.9,3.3,8.2,0.34
CUNORTE,Ipomoea murucoides,C15-6-219,6.74,29.3,4.8,3.5,7,0.45
CUNORTE,Jacaranda mimosifolia,C15-6-220,7.17,30.2,9.5,9,8.9,0
CUNORTE,Prosopis laevigata,C15-6-221,2.68,18.5,4.5,2.9,5.4,0.45
CUNORTE,Prosopis laevigata,C15-6-222,1.64,14.4,4,2.4,5.4,0
CUNORTE,Prosopis laevigata,C15-6-223,1.82,15.2,5.3,3.6,5.2,0.42
CUNORTE,Prosopis laevigata,C15-6-224,0.72,9.6,5.3,3.4,4,0.57
CUNORTE,Prosopis laevigata,C15-6-225,11.36,38,5.6,3.9,8,0.45
CUNORTE,Prosopis laevigata,C15-6-226,5.54,26.6,6.6,4.8,8.6,0.57
CUNORTE,Prosopis laevigata,C15-6-227,2.64,18.3,5.7,3.9,5.8,0.31
CUNORTE,Prosopis laevigata,C15-6-228,1.56,14.1,4.4,2.7,3.4,0.92
CUNORTE,Prosopis laevigata,C15-6-229,2.03,16.1,4.2,2.7,4.5,0.73
CUNORTE,Prosopis laevigata,C15-6-230,6.74,29.3,4.5,3.1,9.8,0.28
CUNORTE,Prosopis laevigata,C15-6-231,5.29,26,5.5,4.1,7.7,0.6
CUNORTE,Prosopis laevigata,C15-6-232,4.75,24.6,5.5,3.9,7.8,0.46
CUNORTE,Prosopis laevigata,C15-6-233,3.18,20.1,7.2,4.6,6.3,0.3
CUNORTE,Prosopis laevigata,C15-6-234,9.44,34.7,6,4.8,8.6,0
CUNORTE,Prosopis laevigata,C15-6-235,1.77,15,5.1,3.2,5.6,0.41
CUNORTE,Prosopis laevigata,C15-6-236,3.38,20.8,4.9,3,5.9,0.31
CUNORTE,Prosopis laevigata,C15-6-237,2.9,19.2,5.4,3.8,6.1,0.31
CUNORTE,Prosopis laevigata,C15-6-238,0.5,8,4,2.5,3.6,0
CUNORTE,Prosopis laevigata,C15-6-239,1.49,13.8,3.6,2.1,5,0.6
CUNORTE,Prosopis laevigata,C15-6-240,1.6,14.3,3.7,2.1,4.6,0.29
CUNORTE,Prosopis laevigata,C15-6-241,1.73,14.8,4,2.3,5.8,0.31
CUNORTE,Prosopis laevigata,C15-6-242,4.93,25,4.8,2.7,6.4,0.34
CUNORTE,Prosopis laevigata,C15-6-243,3.6,21.4,5.3,3.3,6.6,0
CUNORTE,Prosopis laevigata,C15-6-244,5.28,25.9,5.2,3,6.1,0.64
CUNORTE,Prosopis laevigata,C15-6-245,3.89,22.2,5.4,3.5,6.9,0.64
CUNORTE,Prosopis laevigata,C15-6-246,0.71,9.5,4.3,2.2,4,0.71
CUNORTE,Prosopis laevigata,C15-6-247,2.05,16.1,5.6,3.9,3.4,0.33
CUNORTE,Prosopis laevigata,C15-6-248,4.14,23,4.3,2.3,6.4,0.3
CUNORTE,Prosopis laevigata,C15-6-249,1.78,15.1,5.2,2.8,5.5,0.5
CUNORTE,Prosopis laevigata,C15-6-250,0.8,10.1,4.8,2.8,3.5,0.73
CUNORTE,Prosopis laevigata,C15-6-251,3.53,21.2,6,3.9,7.6,0.64
CUNORTE,Prosopis laevigata,C15-6-252,4.19,23.1,6.2,3.8,7.1,0.23
CUNORTE,Prosopis laevigata,C15-6-253,4.88,24.9,4.3,2.3,5.7,0
CUNORTE,Prosopis laevigata,C15-6-254,2.01,16,4.3,2.8,4.4,0.61
CUNORTE,Prosopis laevigata,C15-6-255,2.26,17,4.3,2.6,6,0.53
CUNORTE,Prosopis laevigata,C15-6-256,4.52,24,6.5,3.3,6.6,0.44
CUNORTE,Prosopis laevigata,C15-6-257,4.12,22.9,4.7,3,5.9,0.56
CUNORTE,Prosopis laevigata,C15-6-258,2.3,17.1,3.2,1.9,4.6,0
CUNORTE,Prosopis laevigata,C15-6-259,3.44,20.9,4.4,2.6,7.2,0.45
CUNORTE,Prosopis laevigata,C15-6-260,2.61,18.2,4.6,2.4,4.4,0.58
CUNORTE,Prosopis laevigata,C15-6-261,4.98,25.2,6.3,4.3,7.7,0
CUNORTE,Prosopis laevigata,C15-6-262,0.95,11,2.9,1.7,5.1,0.38
CUNORTE,Prosopis laevigata,C15-6-263,1.61,14.3,4.7,2.9,5.1,0.2
CUNORTE,Prosopis laevigata,C15-6-264,0.61,8.8,2.9,1.9,4.3,0.36
CUNORTE,Prosopis laevigata,C15-6-265,5.47,26.4,6,4.7,6.6,0.41
CUNORTE,Prosopis laevigata,C15-6-266,1.3,12.9,3.9,2.9,4.7,0.76
CUNORTE,Prosopis laevigata,C15-6-267,2.99,19.5,5,3,6.4,0.41
CUNORTE,Prosopis laevigata,C15-6-268,13.38,41.3,6.7,4.9,10.7,0.14
CUNORTE,Prosopis laevigata,C15-6-269,1.16,12.2,4.8,3.2,4.6,0.48
CUNORTE,Prosopis laevigata,C15-6-270,1.98,15.9,5,3.5,5.7,0.67
CUNORTE,Prosopis laevigata,C15-6-271,1.62,14.4,5.7,4.5,5.1,0
CUNORTE,Prosopis laevigata,C15-6-272,1.91,15.6,5.9,3.6,6.5,0.3
CUNORTE,Prosopis laevigata,C15-6-273,4.33,23.5,7.8,5.5,7.9,0.58
CUNORTE,Prosopis laevigata,C15-6-274,4.27,23.3,5.8,3.7,6.4,0.54
CUNORTE,Prosopis laevigata,C15-6-275,5.17,25.7,6.5,4.9,7.7,0.43
CUNORTE,Prosopis laevigata,C15-6-276,4.92,25,5.8,4.3,6.8,0.55
CUNORTE,Prosopis laevigata,C15-6-277,4.48,23.9,5.4,3.9,6.4,0.6
CUNORTE,Prosopis laevigata,C15-6-278,4.81,24.7,5.8,3.8,5.5,0.72
CUNORTE,Prosopis laevigata,C15-6-279,5.98,27.6,5.4,4.4,6.9,0.65
CUNORTE,Prosopis laevigata,C15-6-280,4.81,24.7,7.1,6.1,6.6,0.75
CUNORTE,Prosopis laevigata,C15-6-281,3.68,21.6,6.8,5.7,9.4,0.4
CUNORTE,Ipomoea murucoides,C15-6-282,17.8,47.6,7,6.3,8.6,0.39
CUNORTE,Prosopis laevigata,C15-6-283,6.02,27.7,4.5,2.6,7.5,0.83
CUNORTE,Prosopis laevigata,C15-6-284,7.14,30.2,4.8,3.5,8.2,0.76
CUNORTE,Prosopis laevigata,C15-6-285,1.29,12.8,3.5,2,3.2,0.52
CUNORTE,Prosopis laevigata,C15-6-286,3.24,20.3,5.5,3.3,7.4,0.44
CUNORTE,Prosopis laevigata,C15-6-287,1.96,15.8,5,2.8,5.4,0.27
CUNORTE,Prosopis laevigata,C15-6-288,1.66,14.5,6,4.1,4.5,0.29
CUNORTE,Ipomoea murucoides,C15-6-289,16.98,46.5,7.7,5.5,12.1,0.31
CUNORTE,Ipomoea murucoides,C15-6-290,17.37,47,12.1,10.6,8.9,0.49
